id,巴西葡萄牙语
775,Não é possível ver a si mesmo
776,Tem certeza que deseja cancelar o compartilhamento deste mapa?
777,Você poderá ser premiado quando alguém clicar em seu link dedicado.
778,A troca de UID está desativada
779,Encriptação de UID está desativa.
780,Jardim fechado
781,Recarga por SMS está desativada.
782,Recarga SDK está desativada
783,Pagamento Wechat
784,Pagamento Alipay
785,Pagamento WeChat está desativado
786,Pagamento Alipay está desativado
787,Cancelar ordem
788,Encontrar problemas
789,"Recarga em progresso. Se não houver respostas em 1 minuto, talvez tenha ocorrido problemas com a rede."
790,Comprar 1
791,Comprar 10
792,Dobro!
793,"Tempo do Evento: #cfa7a0fNov 15 - Dec 15#n#rConteúdo: quando certa quantidade total de #cfa7a0fcheck-ins for alcançado durante o evento, você poderá receber grandes prêmios."
794,Feedback de Ação das Graças
795,Prêmios de Ação das Graças
796,1 dia
797,2 dias
798,3 dias
799,4 dias
800,5 dias
801,6 dias
802,7 dias
803,8 dias
804,9 dias
805,10 dias
806,Feedback Ação das Graças
807,Personagem
808,Construir
809,Encantar
810,Defesa
811,Arranjar
812,Ordenar
813,Todos
814,Equipar
815,Ferramentas
816,Cubos
817,Materiais
818,@Null@
819,Por Favor arraste a tela para girar @name
820,Kaka
821,Nini
822,Use o controle para mover o personagem
823,Instruções
824,Por Favor arraste os controles para se mover
825,Por Favor arraste a tela para girar enquanto se move.
826,Por Favor arraste a tela para cima e baixo para ver o céu e a terra.
827,Este á o quadro de missões. Nova tarefa está disponível.
828,Por Favor vá até o cristal
829,Mantenha pressionado no cristal para quebrá-lo.
830,Aproxime-se do cristal para pegá-lo
831,Tarefa completa
832,Você recebeu uma mochila para armazenar itens.
833,Toque no item
834,Coloque o item no chão.
835,Mantenha pressionado para quebrá-lo e reciclar.
836,Selecione ingredientes com @name
837,"Quando a barra de atalhos estiver cheia, novos itens serão armazenados na mochila."
838,Toque na mochila para abrir.
839,"Olhe, outros itens estão na mochila."
840,Toque no item selecionado.
841,E então toque na barra de atalhos
842,"Olhe, itens foram trocados."
843,Por Favor colete todos os ingredientes.
844,Vibração da Câmera
845,Nova Tarefa
846,Tarefa completa
847,Junte-se ao mundo
848,Anúncios
849,Parabéns!
850,#c373631Tudo Aprovado! Iniciar#n #cfa7a0fNova Aventura#n #c373631Ya#n
851,Nova Aventura
852,Passear
853,Qualquer Lugar
854,Visão
855,Visão
856,Visões mais amplas requer configuração mais avançada.
857,Visão ultra-ampla. Recomendado para capturas de tela.
858,Melhor desempenho (para dispositivos com menor RAM)
859,"Balanceado, adequado para maioria dos celulares."
860,Melhor Cenário/Adequado para celulares intermediários.
861,Neblina
862,(Todos os comportamentos estão permitidos. com exceção de itens não permitidos ou incomodar os outros).
863,"(Não foi possível destruir e colocar cubos. Tudo está proibido, exceto visitar)."
864,"(Barril de pólvora, fogueiras, barril de magma entre outros itens são proibidos. Mas o líder da sala poderá usar estes itens)."
865,Convide seus amigos IOS!
866,"1. Convide seus amigos IOS para baixarem a versão IOS e inserirem o seu UID. Ambos serão premiados!
2. Um convite sucedido requer que seu amigo vincule o celular dele com sua conta.
3. Cada jogador novo poderá apenas registrar 1 UID."
867,Compartilhe e reserve a versão do IOS!
868,Convide seus amigos IOS!
869,Selecionar permissões de membros
870,Permissões atuais dos jogadores
871,Permissões da sala (#c0aaa1aFree#n)
872,Permissão da sala #c0aaa1aVisitante#n）
873,Desativar itens perigosos(#cef2d2dFechado#n）
874,Desativar itens perigosos(#c0aaa1aAberto#n）
875,Neblina (Off)
876,Neblina (Baixa)
877,Neblina (Densa)
878,@1 proibido
879,@1 permitido com sucesso
880,Auto-compra quando#c0aaa1a Mini Feijões #n não são suficientes
881,Jardim
882,Plantar nv@nivel recompensas
883,Próximo
884,"1. Cada nível permite obter Mini Feijões e 1 slot de arquivo.
2. Plantas Nv.5/10/15 permitem você ganhar slot de frutas adicionais."
885,Pagamento SMS não suportado agora. Por Favor tente outros meios de pagamentos.
886,Confirme para coletar
887,Você obterá
888,Downloads
889,Nome:
890,Modo:
891,Crie um mundo novo
892,Filtro
893,Bônus
894,Comprar Itens
895,Armazém
896,Atualizar
897,Favorito
898,Filtrar
899,Ajustes comuns
900,Código do terreno mundial:
901,Regras de Criação
902,Tempo de Criação
903,Copiar
904,Passos para desativar cubos
905,"1. Toque na barra de itens e toque no botão vermelho no canto esquerdo após o nome aparecer para desativar.
2. Repetir o passo acima para ativar."
906,Compartilhar o mapa
907,Nova skin: @1 vista-se!
908,Desbloquear novos personagens:
909,Elevação de habilidades:
910,Troca de itens
911,11 dias
912,12 dias
913,13 dias
914,14 dias
915,15 dias
916,16 dias
917,17 dias
918,18 dias
919,19 dias
920,20 dias
921,21 dias
922,22 dias
923,23 dias
924,24 dias
925,25 dias
926,26 dias
927,27 dias
928,28 dias
929,29 dias
930,30 dias
931,horas antes do reset diário
932,minutos antes reset diário
933,"Mini Capitão: Se você tiver alguma dúvida, entre em contato com este e-mail: thiago@mini1.cn"
934,Nv.
935,@Null@
936,@Null@
937,@Null@
938,@Null@
939,@Null@
940,Por Favor entre o mini-número do convidado:
941,Ligue de volta
942,"Convide todos os jogadores que não jogam há mais de 25 dias e você vai obter uma grande chance de ganhar!
Como chamá-los de volta?
1. Diga-lhes para entrar no jogo
2. Diga-lhe para abrir a página de bônus, digitando o seu uid (você só pode ter essa chance, não digite um código errado!)"
943,"Se você foi chamado de volta, digite o UID do jogador que enviou o convite:"
944,Salve o Mundo
945,Proteja a Terra
946,@Null@
947,Precisa de mais Energia. Voce pode conseguir isto!
948,Junte-se
949,Como conseguir isso
950,Oferta
951,Oferta 1
952,Oferta 2
953,Oferta 3
954,Oferta 4
955,Oferta 5
956,Oferta 6
957,Oferta 7
958,@Null@
959,Atualização necessária
960,@Null@
961,Nome
962,Não é permitido ataques. (#c0aaa1aOn#n)
963,Não é permitido ataques. (#cef2d2dOn#n)
964,(Jogadores podem atacar entre si)
965,(Jogadores não podem atacar entre si)
966,Escolha o Editor
967,"Não é possível detectar o cartão SIM, a recarga falhou"
968,Você tem certeza que vai acordar em casa?
969,Confirmar
970,Cancelar
971,Número de troca
972,Trocado
973,"Você já havia jogado este mapa antes, que tal tentar de novo?"
974,Clique aqui para criar um arquivo novo
975,ภาษาไทย
976,Español
977,Português
978,Français
979,日本語
980,العربية
981,한국어
982,Tiếng Việt
983,Русский
984,Türkçe
985,Italiano
986,Deutsch
987,Indonesia
988,Malay
989,@Null@
990,@Null@
991,@Null@
992,@Null@
993,@Null@
994,@Null@
995,@Null@
996,@Null@
997,@Null@
998,@Null@
999,@Null@
1000,Alguém quer roubar meu tesouro!
1001,Receba a ablução das chamas!
1002,Conectando-se ao servidor
1003,Conectando-se ao servidor de encaminhamento
1004,Tentando conectar diretamente com o alvo
1005,Tentativa de cavar buracos
1006,Conectado ao servidor de encaminhamento com sucesso. O computador host efetua login no servidor de encaminhamento.
1007,Conectado ao servidor de encaminhamento com sucesso. O computador convidado faz o login no servidor de encaminhamento.
1008,"Falha ao furar, tentando fazer encaminhamento de servidor."
1009,"Falha ao furar, não foi possível conectar-se com o líder da sala."
1010,Conectado ao servidor com sucesso. Solicitação de autenticação enviado para o host.
1011,Juntou-se ao host do computador com sucesso. Obtendo os primeiros dados.
1012,Mod carregado com sucesso. Tentando enviar solicitação ao host.
1013,Quem é! Como você ousa perturbar meu sono!
1014,Vazio! Por que você está me amarrando!
1015,"Eu estou livre. Obrigado, guerreiro."
1016,Sinta a ira da terra!
1017,@Null@
1018,"Compra anterior feita com sucesso, Mini moedas aumentam em @1"
1019,"O pedido anterior está sendo processado. Por favor, tente novamente mais tarde"
1020,Outros métodos de pagamento
1021,Obtenha bônus em dobro no Jardim!
1022,Bonus: Montaria de Falcostruz dobrado
1023,"Cultive frutas para coletar energia e reivindicar bônus, mais frutas significam mais energia coletada."
1024,Você enviou sua bênção.
1025,Confirme para enviar
1026,Visualizar mapas dos eventos
1027,Compartilhe meu evento de caridade
1028,Editar bênçãos
1029,@Null@
1030,@Null@
1031,@Null@
1032,@Null@
1033,@Null@
1034,@Null@
1035,@Null@
1036,@Null@
1037,@Null@
1038,@Null@
1039,@Null@
1040,@Null@
1041,@Null@
1042,@Null@
1043,@Null@
1044,Configure uma senha
1045,Confirme a senha
1046,Escreva na senha
1047,Reset
1048,"Senha não foi definida, você não pode abri-la."
1049,Senha invalida
1050,Selecionar o mapa
1051,História
1052,Categoria
1053,Sobrevivência
1054,Promover
1055,Há apenas #cef2d2d@1 chances para enviar. Por Favor insira a informação correta.
1056,Assista os anúncios #c0aaa1a para um respaw gratuido! \n sem drop de itens!
1057,Expirado
1058,Pesquisar
1059,Mapas de Elite
1060,Vazio
1061,Recomendado
1062,Criar
1063,Popular
1064,O tráfego está ocupado agora. Por Favor vá até uma sala existente deste mapa ou faça download.
1065,Sala existente
1066,Fazer fila
1067,Cubo de sensor
1068,Ataques entre si (permitido): pode atacar outros jogadores.
1069,Ataques entre si (proibido): não pode atacar outros jogadores.
1070,Compartilhar
1071,Acabei de desbloquear isso!
1072,O que você pensa sobre isso?
1073,"Falhou ao entrar, por favor verifique a sua conexao de internet"
1074,"Não conseguiu encontrar a sala. Por favor, verifique sua conexão de rede"
1075,O jogador ainda não criou uma sala
1076,Há algo errado com a sala do jogador
1077,A sua versão não conseguiu corresponder à versão da sala.
1078,Falha ao conectar-se a sala
1079,A sala já está cheia!
1080,@Null@
1081,@Null@
1082,@Null@
1083,@Null@
1084,@Null@
1085,@Null@
1086,@Null@
1087,@Null@
1088,@Null@
1089,Capacidade da Mochila
1090,Consumo de ponto de fome
1091,Nome do chip de comando
1092,Reset do comando
1093,Velocidade de análise
1094,Resolvedor de sinal
1095,Selecione um chip
1096,Insira os chips de comando e ligue para iniciar a análise da esquerda para a direita.
1097,"Como editar o comando?#r
Existem 8 canais no chip de comando, e assim é o analista. Cada canal é um comando, cada canal tem duas fases.
O azul é desativado, o laranja é ativado, por exemplo, se o primeiro comando na primeira linha for ativado, ao analisar, o analista no primeiro canal será ativado. Você pode configurar a velocidade de análise.#r#r
Como usar os chips de comando?#r Insira os chips no analista e quando a energia elétrica de entrada o analista irá transmitir os sinais para o sensor de comando."
1098,Toque para obter o pacote Vermelho de Ano Novo
1099,Resetar os comandos irá limpar todos os comandos do chip
1100,A sala foi fechada
1101,"Falha ao conectar-se à sala. Por favor, verifique a conexão de rede."
1102,Falha ao entrar na sala.
1103,Você está entrando agora na sala
1104,Aparência
1105,Atributo
1106,"Por favor, crie um personagem primeiro"
1107,Tipo de Criatura
1108,"Por favor, selecione um tipo de criatura abaixo"
1109,UID ou a senha está incorreta.
1110,Versão Internacional
1111,Login
1112,Falhou em mudar o login
1113,"Não Pode mudar de login uid, tente as seguintes soluções:
1. O #cef2d2d erro de senha é #n. Verifique a senha e volte a inseri-la
2. #cef2d2d esqueceu a senha #n, se vincular a caixa do correio antes, clique em  caixa do correio  para recuperar  "
1114,"O UID que você inseriu não existe, provavelmente pelos seguintes motivos:
1. Erro de digitação, por favor, verifique a Entrada.
2. Não pertença à área de serviço atual, por favor  substitua o serviço ."
1115,Mudar a área de serviço
1116,"Você TEM certeza que quer mudar para #cef2d2d @1 #n?
Após a mudança, Pode atribuir novas uid, clique em ’OK’ Para Fechar o Jogo, reiniciar após a sua entrada em vigor."
1117,Na China Continental
1118,A área Internacional
1119,亲爱的用户，您正在使用的版本无法在当前地区使用，请您关闭并重启游戏，我们将为您切换到可以进行游戏的对应服务器。
1120,"Stream e compartilhe os seus melhores momentos do jogo no Omlet. Pode compartilhar no Facebook, YouTube e Twitch simultaneamente.#r#rAviso: Omlet suporta apenas a versão Android 5 ou superior."
1121,@Null@
1122,@Null@
1123,@Null@
1124,"Existem muitos erros, por favor, tente novamente mais tarde."
1125,Livre
1126,"Senha nao coincide, por favor digite novamente"
1127,Chip de Comando
1128,Digite a senha em 4 caracteres.
1129,Você fala muito rápido! Descanse!
1130,Atributo Básico
1131,Atributos avançados
1132,Características de movimento
1133,Multiplos destaques podem ser selecionadas no modo móvel
1134,Por favor selecione abaixo o tipo de Ataque da Criatura
1135,"Por favor, selecione abaixo o modo de Ataque biológico"
1136,Ataque?
1137,Ataque de Efeito Colateral
1138,Efeito Selecionado
1139,Características de Ataque
1140,Você pode escolher abrir múltiplas funções de combate
1141,Projeção
1142,Efeito de Ataque
1143,Padrão
1144,Lona
1145,Águas
1146,Pastagem
1147,@Null@
1148,@Null@
1149,@Null@
1150,Efeito nocivo
1151,Efeito Benéfico
1152,Efeito neutro
1153,Confirmar para compartilhar
1154,Ilha flutuante
1155,@Null@
1156,@Null@
1157,@Null@
1158,@Null@
1159,@Null@
1160,@Null@
1161,@Null@
1162,@Null@
1163,@Null@
1164,@Null@
1165,@Null@
1166,@Null@
1167,@Null@
1168,@Null@
1169,@Null@
1170,@Null@
1171,Pedidos Max
1172,Informações
1173,Lista de convidados
1174,Convidar um amigo
1175,Informações
1176,Chat de Voz Off
1177,Chat de Voz On
1178,Permissão de Voz On
1179,Permissão de Voz Off
1180,Permissão Off
1181,Permissão On
1182,Equipe de Elaboração
1183,Contenção do Mic
1184,Solicite Autoridades
1185,Confirmado
1186,Negado
1187,Autorizações aplicadas enviadas ao host
1188,Função de voz da sala #c0a7fef (chat geral de voz) #n
1189,Microfone
1190,Conversação de Chat do Jogador
1191,"Modo Livre: Todos os comportamentos ilimitados, exceto limites de itens e limite de ataque.
Modo convidado: os jogadores não podem quebrar os blocos ou atacar os jogadores, todos os limites."
1192,"Itens como o barril mais poderoso, mais leve, barril de lava, biscoitos enormes serão proibidos, o host não será limitado"
1193,"On: os jogadores não podem causar prejuízos mútuos
Desligado: os jogadores podem causar danos uns aos outros  "
1194," On: Ponto de respawn aleatório para o modo de aventura
Desligado: ponto de respawn corrigido para o modo de aventura  "
1195,Convidando o Amigo
1196,Toque para convidar todos os amigos online
1197,"Seu amigo @1 convida você para participar da sala @2, mas seu jogo está em uma versão baixa, atualize a versão mais recente para se juntar aos seus amigos."
1198,#cfa7a0f@1 #n convida você para participar
1199,Nome da sala: @1
1200,Número da Sala:#c0aaa1a@1#n
1201,Número do jogador:#c0aaa1a@1#n
1202,Versão da Sala:
1203,Participe da Sala
1204,Saia do mundo atual para entrar em outros mundos.
1205,"Juntando-se ao mundo, aguarde."
1206,Falha ao configurar a autoridade de voz.
1207,"Falha ao ligar o microfone, autoridade de microfone inválida."
1208,Função de voz da sala #c0a7fef (tomada de microfone) #n
1209,Função de voz na sala
