id,泰语
470,การเกิดใหม่
471,ไอเทมที่ติดตัวจะดรอป และเกิดใหม่ที่จุดฟื้นชีพ
472,ผจญภัยต่อ
473,#c5aea0a 1☆เกิดใหม่อยูที่เดิม และไม่ดรอปไอเทมที่ติดตัว#n
474,วางไอเทม
475,หลัก
476,รอง
477,รวม
478,การร่ายมนตร์ครั้งนี้จะได้สถานะนี้เป็นLV@1
479,LV
480,สถานะเกินกว่า5 ข้อ คลิกร่ายมนตร์แล้วเลือก
481,สถานะนี้ขัดแย้งกับสถานะอื่น
482,เลือกได้สูงสุด
483,ข้อสถานะ
484,หลังรวม จะคงไว้ได้@1สถานะ โปรดเลือก:
485,สถานะ โปรดเลือก:
486,โปรดเลือกให้ครบ@1สถานะ
487,ได้รับ@1 @2
488,อัน
489,หลังวางเชื้อเพลิงและวัสดุจะเริ่มเผาทันที
490,โปรดเอาไอเทมที่หลอมแล้วออกก่อน
491,ยินดีด้วย คุณเรียนเกมไกด์เสร็จแล้ว
492,รับ
493,ใหม่
494,LV สูงสุด
495,ไม่ใช่ผลไม้ทอง จึงเปิด10ครั้งไม่ได้
496,ดาวเปลวไฟ
497,อนุสาวรีย์เกล็ดมังกร
498,ยกเลิกการบันทึก
499,บันทึกสำเร็จ
500,เชิญ@1ออกจากห้องแล้ว
501,เชิญออกจากห้อง
502,ครั้ง
503,อัปเดตได้
504,คุณดาวน์โหลดไฟล์นี้แล้ว
505,ป้อนIDของอีกฝ่าย
506,เชื่อมต่อเซิร์ฟห้องไม่สำเร็จ
507,(กดปุ่มด้านขวาเพื่อลบแมพ)
508,กำลังโหลด:
509,รอโหลด:
510,หยุดโหลด:
511,ล่าสุด
512,ยังไม่เคยล็อกอิน
513,เมื่อวาน
514,วันก่อน
515,ไฟล์นี้ถูกยกเลิกอัปโหลดแล้ว
516,เคยล็อกอิน
517,ป้อนหมายเหตุแมพ
518,สืบเสาะโลก
519,สร้างโลก
520,เข้า
521,เลิกติดตาม
522,แมพที่แชร์ให้เพื่อนๆ
523,แชร์แมพนี้ได้รับ
524,อัตโนมัติ
525,ไม่มีบัญชีนี้
526,บัญชีนี้ถูกล็อกแล้ว
527,ชื่อบัญชีซ้ำ
528,รหัสเวอร์ชั่น
529,สร้าง(วัน)
530,รอดชีวิต(วัน)
531,เวลา:
532,พิกัด:
533,ความสูง:
534,กำลังเติมเงินอยู่
535,รับ
536,(เต็มแล้ว)
537,(หมดแล้ว)
538,ขาย
539,แลก
540,ฉันรับซื้อสินค้านี้หมดแล้ว โปรดรีเฟรช
541,ฉันขายสินค้านี้หมดแล้ว โปรดรีเฟรช
542,สำเร็จ
543,แลก
544,ไอเทมที่จะแลกไม่พอ
545,ซื้อสำเร็จ
546,สินค้ารีเฟรชแล้ว โปรดเลือกใหม่
547,รีเฟรช
548,ใช้
549,ชั้นวาง
550,ใช้
551,ติดตามภารกิจ
552,ซ่อม @1 สำเร็จ!
553,โปรดวางไอเทมที่จะซ่อม
554,โปรดวางวัตถุดิบที่ซ่อม
555,ดาวไม่พอ
556,ไม่ต้องซ่อม
557,ทนทาน:
558,ชม.
559,วินาที
560,เวลาCDออกไข่
561,สัตว์ขี่ของคุณนอนหลับอยู่ เรียกหาได้อีกใน@1s
562,@Null@
563,คุณไม่มีไฟล์ จึงสร้างห้องไม่ได้
564,คุณยังไม่ได้บันทึกห้องนี้
565,สูงสุดแล้ว โปรดรีเฟรช
566,ห้องเต็มแล้ว
567,รหัสผ่านของห้องไม่ถูกต้อง
568,เจ้าของห้องปิดห้องแล้ว
569,ไม่มีห้องอื่นแล้ว
570,อินเทอร์เน็ต
571,เวอร์ชั่นล่าสุด
572,เวอร์ชั่นแอพและเวอร์ชั่นห้องไม่ตรงกัน
573,เชื่อมต่อห้องไม่สำเร็จ
574,โปรดป้อน ID เจ้าของห้อง
575,กดปุ่มเพื่อเริ่มสร้างห้อง
576,ยังไม่มีห้อง
577,ผลการค้นหา
578,รีเฟรช
579,เลือกไฟล์ที่จะเปิดห้อง
580,ป้อนแท็บได้
581,รหัสผ่าน
582,โปรดป้อนรหัสผ่านของห้อง
583,สร้างตัวละครไม่สำเร็จ โปรดตรวจเช็คอินเทอร์เน็ต
584,พื้นฐาน
585,ควบคุม
586,ขั้นสูง
587,พื้นฐาน
588,ควบคุม
589,ขั้นสูง
590,ชื่อ
591,ความสว่าง
592,ซ่อนหน้าต่าง
593,โหมดสันติ
594,ดนตรี
595,เอฟเฟกต์
596,เสียง
597,ความไว
598,แกนYย้อนกลับ
599,โหมดมือซ้าย
600,โหมดเป้าเล็ง
601,กระโดดออโต้
602,การสั่น
603,เกมอื่นๆ
604,เติมเงินสำเร็จ
605,หากจะ@1สัตว์ขี่ตัวนี้ยังต้องการ#c0aaa1a@2×@3 หรือคุณจะใช้#cfa7a0fMcoin#nมาแทน
